Unnamed: 0,hostname,phagename,infection,k3dist,k6dist,GCdiff,Homology,pairs,data,Codon_Frq_Slope,Codon_Frq_R2,Codon_Frq_Cosine,AA_Frq_Slope,AA_Frq_R2,AA_Frq_Cosine,RSCU_Slope,RSCU_R2,RSCU_Cosine,virusTAAI_hosttRNA,virusTAAI_totaltRNA,virusTCAI_hosttRNA,virusTCAI_totaltRNA
22,Staphylococcus_schleiferi,PG-2021_10,Inf,0.667528667009797,0.485734544400983,-5.25789070055682,0,Staphylococcus_schleiferi:PG-2021_10,StaphStudy,0.6491205733791893,0.5733869239555863,0.0018635459389709785,0.955912943093408,0.14478232598905916,0.5833616002346338,0.13861945609155024,0.6316077479625515,0.006437366523066812,0.16276663346921172,0.17972280000968832,0.29122648634155424,0.4988056747793952
23,Staphylococcus_sciuri,PG-2021_10,Inf,0.501724121033823,0.358277509622905,-1.85211234880274,0,Staphylococcus_sciuri:PG-2021_10,StaphStudy,0.5318364370887158,0.051399556938986346,0.9092724514042089,0.06411921571040069,0.1160873141909079,0.27999800458532653,0.17323128106775054,0.8206467147958734,0.4615372848185396,0.4685681847267479,0.2136453098467107,0.4258392634396111,0.8152326489751275
24,Staphylococcus_succinus,PG-2021_10,Inf,0.538614189408411,0.382919912110493,-2.3129472780722,0,Staphylococcus_succinus:PG-2021_10,StaphStudy,0.5693245759639908,0.2998614551204509,0.816077572202186,0.8630382513861552,0.4961155201262304,0.297667513412442,0.3087594974018536,0.019667348664393458,0.6788838714071614,0.8457102027547191,0.565111438970318,0.37640352611496053,0.9822900451565068
25,Staphylococcus_vitulinus,PG-2021_10,Inf,0.504972102634873,0.35803704023547,-1.91162888888903,0,Staphylococcus_vitulinus:PG-2021_10,StaphStudy,0.5590335332408269,0.5854100708400495,0.11530479252573322,0.12075338175697847,0.49623098445476843,0.8613422661247526,0.7217691723894939,0.6720663628983949,0.2982437840063298,0.8755311425877246,0.4621853345910082,0.7806334606691309,0.9682487492153434
26,Staphylococcus_warneri,PG-2021_10,Inf,0.538777446834807,0.374801693804445,-1.96363478509794,0,Staphylococcus_warneri:PG-2021_10,StaphStudy,0.16823191505902313,0.17780724559972327,0.620613891656229,0.9967329070616527,0.5235707770251934,0.4832517050235242,0.7182668209245854,0.32153798860238514,0.16637412054654177,0.12310265336286963,0.46155401547617003,0.7018714100844964,0.13556746218418403
27,Staphylococcus_xylosus,PG-2021_10,Inf,0.53320724520554,0.377680816420858,-2.10657250893368,0,Staphylococcus_xylosus:PG-2021_10,StaphStudy,0.7662281525121789,0.2798146082211652,0.6136124359793312,0.2652766569177639,0.3936790615591358,0.12210956991615451,0.6832064245384926,0.32126063583980413,0.08009924471361529,0.33821401132573015,0.039736546074238044,0.3189928228752704,0.9141381225450192
28,Staphylococcus_arlettae,PG-2021_12,NoInf,0.593626717875691,0.456515396649036,-2.18269297548401,0,Staphylococcus_arlettae:PG-2021_12,StaphStudy,0.6417941795654604,0.8346623016552022,0.7478795485505219,0.6444621827030363,0.8310919765404768,0.20310035819277017,0.15127550720755711,0.050693744759780834,0.9378013914265175,0.5852047218021114,0.7471372761324687,0.7648542522592595,0.784020088195653
29,Staphylococcus_aureus,PG-2021_12,Inf,0.665765883994222,0.496446339345106,-1.53027313122672,0,Staphylococcus_aureus:PG-2021_12,StaphStudy,0.8891735806863255,0.5325691965576301,0.5156512428603257,0.2341941949706614,0.021691639440561405,0.3360368999452027,0.05913172195490324,0.450663707651634,0.10897273923889772,0.8527704075870222,0.033377480617549526,0.6531007473664006,0.23199288670231855
30,Staphylococcus_auricularis,PG-2021_12,NoInf,0.739824669864936,0.554747446334501,-6.0496255254581,0,Staphylococcus_auricularis:PG-2021_12,StaphStudy,0.01597592150467242,0.38196323700124846,0.3440589615207086,0.037901533865031034,0.8281602580987653,0.12339138631792868,0.04560999311579084,0.2816556268203684,0.5170773621435606,0.37279157684578657,0.8530926090854084,0.36212092636226645,0.913885060670394
31,Staphylococcus_capitis,PG-2021_12,NoInf,0.575066042663402,0.434215597247158,-1.59727881600757,0,Staphylococcus_capitis:PG-2021_12,StaphStudy,0.71176099092549,0.0665433784886692,0.7047078514212209,0.4227921320792156,0.18253625096265713,0.4184446868445336,0.8666608326480479,0.6673772883338945,0.1920153023337563,0.4111210380498116,0.6255154396927033,0.7246356129289403,0.7400718441934342
32,Staphylococcus_caprae,PG-2021_12,NoInf,0.657218199314309,0.482380849550544,-2.29042421984372,0,Staphylococcus_caprae:PG-2021_12,StaphStudy,0.43211881375055194,0.21610396902448925,0.43839788517256506,0.9286183330354911,0.44507022750892,0.9451686976082927,0.48717628657063516,0.159606130047948,0.24547349025884702,0.13186982845174022,0.7794049156780107,0.3231346416918154,0.4434221737997558
33,Staphylococcus_chromogenes,PG-2021_12,Inf,0.730758477087504,0.565458367291782,-5.56248565845971,0,Staphylococcus_chromogenes:PG-2021_12,StaphStudy,0.9489936391581967,0.0995870646530782,0.8524935367430403,0.4385897679202999,0.9560902654782872,0.09199031209858277,0.6217953946816601,0.2101373433886068,0.5804804656459537,0.8545327557766162,0.601249528098685,0.8528198249622996,0.5656397838456549
34,Staphylococcus_cohnii,PG-2021_12,Inf,0.620764629024184,0.479713928846957,-1.36407559890103,0,Staphylococcus_cohnii:PG-2021_12,StaphStudy,0.14157717890193966,0.3564107456972079,0.7225418819536763,0.6452538112037752,0.38616824563415475,0.5702849171849034,0.3959709624880815,0.045796863356647566,0.47203581959194485,0.46954536508809774,0.09747886629448943,0.7324457439257889,0.07441133359215246
35,Staphylococcus_epidermidis,PG-2021_12,NoInf,0.607356415848923,0.457037489777689,-0.765872570449009,0,Staphylococcus_epidermidis:PG-2021_12,StaphStudy,0.47384564150769914,0.01177262466731499,0.7516138410817788,0.8489890171832133,0.47550090299816095,0.049284281531121965,0.7385779489740014,0.7064374028383523,0.36917895371756015,0.46059181570245344,0.9510717854819069,0.07420584474685676,0.3335005931388645
36,Staphylococcus_equorum,PG-2021_12,Inf,0.623788729955677,0.477243931684849,-1.79325381465069,0,Staphylococcus_equorum:PG-2021_12,StaphStudy,0.2001778630110338,0.03172122869540661,0.1960788455915463,0.35028866015828064,0.248549559514338,0.4148645812396493,0.12951398441530526,0.41928846196807323,0.2351406722871926,0.4396931065751012,0.12299105678386768,0.9987890242621532,0.4827671426235768
37,Staphylococcus_fleuretti,PG-2021_12,Inf,0.553377011863745,0.431082110800762,-0.153648644476903,0,Staphylococcus_fleuretti:PG-2021_12,StaphStudy,0.2780125263633514,0.07123499565809543,0.40308100601275265,0.0011321040337745059,0.19727800116077354,0.829640175611086,0.2824356551372863,0.10545927195352234,0.9460163858613209,0.8505551790378453,0.9570529400868104,0.49986147031789074,0.11945758039721244
38,Staphylococcus_haemolyticus,PG-2021_12,NoInf,0.617205374173872,0.451877860825962,-1.46328779689924,0,Staphylococcus_haemolyticus:PG-2021_12,StaphStudy,0.19556218944635417,0.5851145225882206,0.9185923326323268,0.34879750459130854,0.579824304200532,0.3012568312748013,0.9513470304525975,0.2879123732602489,0.8826276154332449,0.4579856080773381,0.11078228559286152,0.40319432412620737,0.8095456280865121
39,Staphylococcus_hominis,PG-2021_12,NoInf,0.615316372775348,0.460502071603097,-0.320950724467945,0,Staphylococcus_hominis:PG-2021_12,StaphStudy,0.02683580022340959,0.03025317973674413,0.46840089971566745,0.8847979886351803,0.08559416749746285,0.25167636877482624,0.24416592224382605,0.9914835238938571,0.25234890257057874,0.5233902742271865,0.7095943058504274,0.5244647372862843,0.14324571394674224
40,Staphylococcus_hyicus,PG-2021_12,NoInf,0.705515105936829,0.543182571311285,-4.24861316980921,0,Staphylococcus_hyicus:PG-2021_12,StaphStudy,0.7308284779096972,0.08410577681583509,0.6798192730653374,0.611676584511645,0.8219625878472588,0.9172282716230669,0.6989154400449896,0.5356014403774985,0.8663608568086214,0.872132270592941,0.5236045139847616,0.3693464962274743,0.2540666829585003
41,Staphylococcus_kloosii,PG-2021_12,Inf,0.608705567698752,0.451191250360719,-1.75335077523077,0,Staphylococcus_kloosii:PG-2021_12,StaphStudy,0.37734160394553873,0.5828378150414361,0.9307120190938237,0.44424809741152405,0.8053991900752182,0.05322385413165953,0.5207656106391141,0.20182889360623368,0.7947545635914868,0.1250933243080823,0.36498459427464514,0.41592404840736885,0.335683982111287
42,Staphylococcus_lentus,PG-2021_12,NoInf,0.557080193861793,0.428626048750913,-0.567735948608561,0,Staphylococcus_lentus:PG-2021_12,StaphStudy,0.1917777162310973,0.6930745128035332,0.7399534816140504,0.04788901156515413,0.7594918135572329,0.17606797857375167,0.7739790444976324,0.7329501817533174,0.35970670200386223,0.400674916243804,0.3581944125752021,0.1978680458741392,0.088391279064853
43,Staphylococcus_lugdunensis,PG-2021_12,NoInf,0.646113878914198,0.48717756276684,-2.41650556729728,0,Staphylococcus_lugdunensis:PG-2021_12,StaphStudy,0.664961350300579,0.2092187775833575,0.359407664207105,0.6826369247217501,0.9019721685233232,0.721564796466099,0.4996726462463047,0.5694631735335612,0.5881963108033987,0.8264914835703787,0.39991381317036545,0.36732528573691803,0.4755688307185364
44,Staphylococcus_nepalensis,PG-2021_12,NoInf,0.625500927968479,0.48898749482626,-1.78537697763219,0,Staphylococcus_nepalensis:PG-2021_12,StaphStudy,0.14050685488768977,0.6110223241481142,0.9181371419303312,0.46735268743127745,0.038943937662331396,0.34907993305631235,0.9831992354083874,0.26955662203134867,0.3394188073911564,0.684428956888683,0.2514335888900089,0.20439699750335305,0.11373499345021587
45,Staphylococcus_pasteuri,PG-2021_12,NoInf,0.601857335640693,0.445131820169445,-1.3781831201685,0,Staphylococcus_pasteuri:PG-2021_12,StaphStudy,0.45246535712055025,0.5196191605902591,0.7113530358283028,0.5919755551675476,0.06468485053140871,0.6911856557406046,0.8873699635698628,0.922063395837899,0.3169421799966512,0.54489253567732,0.2293429069310644,0.15772908073523328,0.27763510154473736
46,Staphylococcus_pettenkoferi,PG-2021_12,NoInf,0.732523726780033,0.53868558590459,-7.80644208740999,0,Staphylococcus_pettenkoferi:PG-2021_12,StaphStudy,0.6136278594250035,0.3630482881897561,0.9083934677066137,0.5442514721285159,0.5260598935694771,0.6911728661928472,0.5157434034962275,0.7844849635275905,0.5037391819147385,0.20092582895242395,0.7876699066481311,0.6869492098861575,0.7722359629950823
47,Staphylococcus_pseudintermedius,PG-2021_12,NoInf,0.758595760687724,0.581922621403968,-6.30225087371089,0,Staphylococcus_pseudintermedius:PG-2021_12,StaphStudy,0.4800578025079677,0.9293336508513094,0.4466863864732955,0.744054220289866,0.5052556112838712,0.5003326993163052,0.6551916087380893,0.5278498907356302,0.9258515218142593,0.7060887489341671,0.8999648496198662,0.5467049859073052,0.754521446053245
48,Staphylococcus_saprophyticus,PG-2021_12,NoInf,0.632344035297328,0.477650765071201,-1.89942923240486,0,Staphylococcus_saprophyticus:PG-2021_12,StaphStudy,0.3816587888202243,0.4918988573190185,0.23955802748684107,0.9437641235769385,0.9991410968171017,0.7115826103136604,0.3168488391283397,0.33213657110860373,0.4733063760661138,0.8670415390878753,0.5617857498381515,0.4581249430145995,0.9086197900785238
49,Staphylococcus_schleiferi,PG-2021_12,NoInf,0.726002619434518,0.555841869927017,-4.6984700135272,0,Staphylococcus_schleiferi:PG-2021_12,StaphStudy,0.34546016018663006,0.5927172576122401,0.5012733223018998,0.6016674123368615,0.6773191218335577,0.5582529024630517,0.6166196007905277,0.24396253242442745,0.3806497520069644,0.1332866479657807,0.9087888768024501,0.7759346068932907,0.00930590089253236
50,Staphylococcus_sciuri,PG-2021_12,Inf,0.606374692087946,0.449959237201004,-1.29269166177312,0,Staphylococcus_sciuri:PG-2021_12,StaphStudy,0.47215525063524666,0.5059333296280875,0.7989164617232273,0.2718398975803862,0.5710923994561652,0.9296131770155207,0.030210928603094822,0.8794727691674633,0.6521021257054902,0.9932177272498529,0.06104453127202958,0.8568555349052989,0.19264986637562165
51,Staphylococcus_succinus,PG-2021_12,NoInf,0.598182176826293,0.462039589784765,-1.75352659104258,0,Staphylococcus_succinus:PG-2021_12,StaphStudy,0.2641423030999691,0.7859813868297812,0.4689660128194104,0.09456033653927465,0.06498432638100049,0.7144478197511791,0.9817951207357354,0.4297838693065772,0.5241527548556735,0.6228083561026568,0.09642328353794072,0.4027245143571574,0.9664973337094859
52,Staphylococcus_vitulinus,PG-2021_12,Inf,0.624957675883441,0.457927649914733,-1.35220820185941,0,Staphylococcus_vitulinus:PG-2021_12,StaphStudy,0.39831151770466444,0.5518523689130699,0.9309471403507862,0.12464331354636138,0.019454623069781962,0.7394916617087017,0.8483204375537262,0.19860295960252206,0.17812647612454646,0.6061648544459961,0.6302479292286471,0.5467926806419925,0.16284433319987213
53,Staphylococcus_warneri,PG-2021_12,NoInf,0.594641662133087,0.437868010075656,-1.40421409806832,0,Staphylococcus_warneri:PG-2021_12,StaphStudy,0.5877607926776414,0.9801234532154037,0.40780577405758045,0.6021826932233593,0.28855145488828693,0.7118756084892689,0.84638373994658,0.07089052412122232,0.7422918196828081,0.7630683248863309,0.5293531673133883,0.10136951607714861,0.13837440713091165
54,Staphylococcus_xylosus,PG-2021_12,Inf,0.586049431753252,0.450081157873516,-1.54715182190406,0,Staphylococcus_xylosus:PG-2021_12,StaphStudy,0.3996731763835487,0.3273030687319336,0.736698761951379,0.1458048926459522,0.7156192838134247,0.8139789064628848,0.31341540089886333,0.4139302921674215,0.2301887119536401,0.5441019721777914,0.6476306284386473,0.48507062112650257,0.564160717361573
55,Staphylococcus_arlettae,PG-2021_14,NoInf,0.600772566213965,0.462389973505708,-2.18316627272243,0,Staphylococcus_arlettae:PG-2021_14,StaphStudy,0.9436162395891995,0.41636750261885047,0.938025142500638,0.8315909415097835,0.28861223757078536,0.9693605978104914,0.5099820200050161,0.4594354798999817,0.11803522371609843,0.9294642782853119,0.6040560593137161,0.5952808731915321,0.8778821841041972
56,Staphylococcus_aureus,PG-2021_14,Inf,0.669991142648582,0.498664784468661,-1.53074642846514,0,Staphylococcus_aureus:PG-2021_14,StaphStudy,0.19438438576939476,0.4237602575653011,0.8870174861843373,0.42567848786445683,0.04782106083125781,0.4073154971089886,0.6676313723802386,0.4139332321952952,0.7309772768682784,0.35122145684747286,0.1312529611450306,0.4771184271433254,0.5046462410135807
57,Staphylococcus_auricularis,PG-2021_14,NoInf,0.73903935094497,0.556125642537485,-6.05009882269652,0,Staphylococcus_auricularis:PG-2021_14,StaphStudy,0.4159437284360088,0.2306920871962489,0.5209460851545032,0.28045647542442353,0.4585117499643919,0.5404819188109853,0.3615898734153722,0.3294939056425882,0.04756288227327765,0.274557247344817,0.8960472892288526,0.5522477149813716,0.34168579456292225
58,Staphylococcus_capitis,PG-2021_14,NoInf,0.591113090475812,0.447185373232365,-1.59775211324598,0,Staphylococcus_capitis:PG-2021_14,StaphStudy,0.7192589785168758,0.8796132567569953,0.1801063044201051,0.7343471310984994,0.5864623851948179,0.7570126218366624,0.11028492082525765,0.7193031571714456,0.6487319499154682,0.2673485960142109,0.5689748201416839,0.8441557153781375,0.678815325422495
59,Staphylococcus_caprae,PG-2021_14,NoInf,0.670598280088514,0.492396462840664,-2.29089751708213,0,Staphylococcus_caprae:PG-2021_14,StaphStudy,0.33228078576959075,0.7043408187311507,0.7934771221681796,0.9849755771137568,0.7526914019654208,0.0793296565270235,0.5560728443701037,0.07531930325344682,0.6557980649962302,0.8714493197385497,0.8331124792508438,0.5123165514639197,0.09564225238862678
60,Staphylococcus_chromogenes,PG-2021_14,Inf,0.736046470362957,0.56933454565345,-5.56295895569813,0,Staphylococcus_chromogenes:PG-2021_14,StaphStudy,0.0869304066243487,0.8555979314853799,0.9980355905849816,0.21187042238751153,0.163960860421141,0.9254155334200495,0.03789032854532426,0.6096230744400327,0.11127936132028549,0.5673626614521778,0.784942429006574,0.4108310161038323,0.07350456617843137
61,Staphylococcus_cohnii,PG-2021_14,Inf,0.620637578539588,0.480415013167634,-1.36454889613944,0,Staphylococcus_cohnii:PG-2021_14,StaphStudy,0.9221583970670573,0.43926084345325944,0.49555648649805517,0.03652294268180545,0.5630317342440804,0.26017394432476815,0.6852708819333126,0.6142747522779314,0.417138884662569,0.8879562012355051,0.07992507284840744,0.9559122168295763,0.1514685031365317
62,Staphylococcus_epidermidis,PG-2021_14,NoInf,0.600253003803455,0.448854646797913,-0.766345867687424,0,Staphylococcus_epidermidis:PG-2021_14,StaphStudy,0.14561461010646526,0.9964458908694921,0.014188880025697514,0.42542231523789564,0.5508553893770852,0.3160498282067269,0.20971431885676506,0.23345489382176354,0.07133160970070407,0.9001530728795483,0.0713866135290091,0.13186575321734562,0.4253579275327649
63,Staphylococcus_equorum,PG-2021_14,Inf,0.628433178733836,0.480608641100146,-1.7937271118891,0,Staphylococcus_equorum:PG-2021_14,StaphStudy,0.81392094023015,0.6059523614357225,0.20270213840908324,0.927615349699722,0.9801999900363981,0.0675535168965693,0.8824112735872829,0.22636338175077308,0.29702957269610786,0.8758622477964522,0.1253819218073633,0.3562199169932604,0.7874138060056862
64,Staphylococcus_fleuretti,PG-2021_14,Inf,0.551822381538659,0.42799686391652,-0.154121941715317,0,Staphylococcus_fleuretti:PG-2021_14,StaphStudy,0.4216135461770171,0.09921137662329815,0.086545204728811,0.45043408983741506,0.7336465679732425,0.4209071079215547,0.8823042911217315,0.4106402879886172,0.6943404809041935,0.9711752122518998,0.8185080028054762,0.2690586834142541,0.7221893755243095
65,Staphylococcus_haemolyticus,PG-2021_14,NoInf,0.620306362019833,0.457922001838449,-1.46376109413766,0,Staphylococcus_haemolyticus:PG-2021_14,StaphStudy,0.5220259905865301,0.2883723523299363,0.49425392446116845,0.8976474750055102,0.2536971871017081,0.6311092390570682,0.2626690810121455,0.38387187859022776,0.15853468842285356,0.14448075826652895,0.8963836700181355,0.13876560102956115,0.3838871965943046
66,Staphylococcus_hominis,PG-2021_14,NoInf,0.620261378883749,0.464878552133886,-0.32142402170636,0,Staphylococcus_hominis:PG-2021_14,StaphStudy,0.9574250885063224,0.2618884339733921,0.9939023720855392,0.9307254088305856,0.8314136213097343,0.882059729606951,0.0503392447480977,0.16689306808783289,0.38206959312513344,0.5028416231553993,0.3065968812721732,0.9894917015296022,0.1229902283599329
67,Staphylococcus_hyicus,PG-2021_14,NoInf,0.709605754684483,0.546161656894894,-4.24908646704763,0,Staphylococcus_hyicus:PG-2021_14,StaphStudy,0.1310101935722915,0.40077121049813125,0.3012998862728754,0.8325279111177295,0.0237653390085818,0.38670310884203296,0.1874250914614809,0.7449398186947614,0.8699487021648421,0.5947299398195443,0.0010700798167999626,0.7878927355777418,0.06935378123033153
68,Staphylococcus_kloosii,PG-2021_14,Inf,0.617638130991388,0.458145573825394,-1.75382407246918,0,Staphylococcus_kloosii:PG-2021_14,StaphStudy,0.7695608657384273,0.15730398967779124,0.5745948906685208,0.8857477758660804,0.8193189205347704,0.9722978663701247,0.9112714612898211,0.9364619547711681,0.3574037352939353,0.06880202952358816,0.6421925048587225,0.28877675830162874,0.23397710016633821
